駅グループ名,駅グループ事業者,駅グループ路線名,駅グループ路線区別名,駅グループ路線正式区間,駅グループ路線運行系統,駅グループの路線ごとの並び順,駅名,駅名(正式),駅の路線の事業者,駅の路線,駅の路線区別名,駅の路線の事業者(運行系統),路線名(運行系統),路線区別名(運行系統),"路線[正式区間](1:true, none:false)","路線[運行系統](1:true, none:false)",ナンバリング接頭辞,路線記号,ナンバリングハイフン,駅番号,路線(運行系統)ごとの並び順,駅カラー
,,,,,,,黒石平,黒石平,日本国有鉄道,士幌線,,日本国有鉄道,士幌線,,1,1,,,,,13,
,,,,,,,電力所前(仮),電力所前(仮),日本国有鉄道,士幌線,,日本国有鉄道,士幌線,,1,1,,,,,14,
,,,,,,,糠平ダム(仮),糠平ダム(仮),日本国有鉄道,士幌線,,日本国有鉄道,士幌線,,1,1,,,,,15,
,,,,,,,糠平,糠平,日本国有鉄道,士幌線,,日本国有鉄道,士幌線,,1,1,,,,,16,
,,,,,,,幌加,幌加,日本国有鉄道,士幌線,,日本国有鉄道,士幌線,,1,1,,,,,17,
,,,,,,,十勝三股,十勝三股,日本国有鉄道,士幌線,,日本国有鉄道,士幌線,,1,1,,,,,18,
,,,,,,,白糠,白糠,日本国有鉄道,白糠線,,日本国有鉄道,白糠線,,1,1,,,,,1,
,,,,,,,上白糠,上白糠,日本国有鉄道,白糠線,,日本国有鉄道,白糠線,,1,1,,,,,2,
,,,,,,,共栄(仮),共栄(仮),日本国有鉄道,白糠線,,日本国有鉄道,白糠線,,1,1,,,,,3,
,,,,,,,茶路,茶路,日本国有鉄道,白糠線,,日本国有鉄道,白糠線,,1,1,,,,,4,
,,,,,,,縫別,縫別,日本国有鉄道,白糠線,,日本国有鉄道,白糠線,,1,1,,,,,5,
,,,,,,,上茶路,上茶路,日本国有鉄道,白糠線,,日本国有鉄道,白糠線,,1,1,,,,,6,
,,,,,,,下北進,下北進,日本国有鉄道,白糠線,,日本国有鉄道,白糠線,,1,1,,,,,7,
,,,,,,,北進,北進,日本国有鉄道,白糠線,,日本国有鉄道,白糠線,,1,1,,,,,8,
,,,,,,,美幌,美幌,日本国有鉄道,相生線,,日本国有鉄道,相生線,,1,1,,,,,1,
,,,,,,,旭通(仮),旭通(仮),日本国有鉄道,相生線,,日本国有鉄道,相生線,,1,1,,,,,2,
,,,,,,,上美幌,上美幌,日本国有鉄道,相生線,,日本国有鉄道,相生線,,1,1,,,,,3,
,,,,,,,豊幌(仮),豊幌(仮),日本国有鉄道,相生線,,日本国有鉄道,相生線,,1,1,,,,,4,
,,,,,,,活汲,活汲,日本国有鉄道,相生線,,日本国有鉄道,相生線,,1,1,,,,,5,
,,,,,,,達美(仮),達美(仮),日本国有鉄道,相生線,,日本国有鉄道,相生線,,1,1,,,,,6,
,,,,,,,津別,津別,日本国有鉄道,相生線,,日本国有鉄道,相生線,,1,1,,,,,7,
,,,,,,,高校前(仮),高校前(仮),日本国有鉄道,相生線,,日本国有鉄道,相生線,,1,1,,,,,8,
,,,,,,,恩根,恩根,日本国有鉄道,相生線,,日本国有鉄道,相生線,,1,1,,,,,9,
,,,,,,,本岐,本岐,日本国有鉄道,相生線,,日本国有鉄道,相生線,,1,1,,,,,10,
,,,,,,,大昭(仮),大昭(仮),日本国有鉄道,相生線,,日本国有鉄道,相生線,,1,1,,,,,11,
,,,,,,,開拓(仮),開拓(仮),日本国有鉄道,相生線,,日本国有鉄道,相生線,,1,1,,,,,12,
,,,,,,,布川,布川,日本国有鉄道,相生線,,日本国有鉄道,相生線,,1,1,,,,,13,
,,,,,,,北見相生,北見相生,日本国有鉄道,相生線,,日本国有鉄道,相生線,,1,1,,,,,14,
,,,,,,,中湧別,中湧別,北海道旅客鉄道株式会社,名寄本線,支線,北海道旅客鉄道株式会社,名寄本線,支線,1,1,,,,,1,
,,,,,,,四号線,四号線,北海道旅客鉄道株式会社,名寄本線,支線,北海道旅客鉄道株式会社,名寄本線,支線,1,1,,,,,2,
,,,,,,,湧別,湧別,北海道旅客鉄道株式会社,名寄本線,支線,北海道旅客鉄道株式会社,名寄本線,支線,1,1,,,,,3,
,,,,,,,中湧別,中湧別,日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,1,
,,,,,,,五鹿山(仮),五鹿山(仮),日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,2,
,,,,,,,福島(仮),福島(仮),日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,3,
,,,,,,,芭露,芭露,日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,4,
,,,,,,,志撫子(仮),志撫子(仮),日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,5,
,,,,,,,計呂地,計呂地,日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,6,
,,,,,,,浜床丹(仮),浜床丹(仮),日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,7,
,,,,,,,床丹,床丹,日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,8,
,,,,,,,若里(仮),若里(仮),日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,9,
,,,,,,,佐呂間,佐呂間,日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,10,
,,,,,,,堺橋(仮),堺橋(仮),日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,11,
,,,,,,,興生沢(仮),興生沢(仮),日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,12,
,,,,,,,知来,知来,日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,13,
,,,,,,,紅葉橋(仮),紅葉橋(仮),日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,14,
,,,,,,,仁倉,仁倉,日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,15,
,,,,,,,浜佐呂間,浜佐呂間,日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,16,
,,,,,,,北見富丘,北見富丘,日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,17,
,,,,,,,東富丘(仮),東富丘(仮),日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,18,
,,,,,,,北見共立,北見共立,日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,19,
,,,,,,,土佐(仮),土佐(仮),日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,20,
,,,,,,,常呂,常呂,日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,21,
,,,,,,,常呂港(仮),常呂港(仮),日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,22,
,,,,,,,能取,能取,日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,23,
,,,,,,,中能取(仮),中能取(仮),日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,24,
,,,,,,,北見平和,北見平和,日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,25,
,,,,,,,卯原内,卯原内,日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,26,
,,,,,,,二見中央(仮),二見中央(仮),日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,27,
,,,,,,,二見ケ岡,二見ケ岡,日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,28,
,,,,,,,大曲(仮),大曲(仮),日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,29,
,,,,,,,網走,網走,日本国有鉄道,湧網線,,日本国有鉄道,湧網線,,1,1,,,,,30,
,,,,,,,名寄,名寄,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,1,
,,,,,,,中名寄,中名寄,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,2,
,,,,,,,上名寄,上名寄,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,3,
,,,,,,,矢文,矢文,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,4,
,,,,,,,岐阜橋,岐阜橋,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,5,
,,,,,,,下川,下川,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,6,
,,,,,,,二ノ橋,二ノ橋,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,7,
,,,,,,,幸成,幸成,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,8,
,,,,,,,一ノ橋,一ノ橋,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,9,
,,,,,,,上興部,上興部,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,10,
,,,,,,,西興部,西興部,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,11,
,,,,,,,六興,六興,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,12,
,,,,,,,中興部,中興部,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,13,
,,,,,,,班渓,班渓,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,14,
,,,,,,,宇津,宇津,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,15,
,,,,,,,北興,北興,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,16,
,,,,,,,興部,興部,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,17,
,,,,,,,旭ケ丘,旭ケ丘,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,18,
,,,,,,,豊野,豊野,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,19,
,,,,,,,沙留,沙留,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,20,
,,,,,,,富丘,富丘,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,21,
,,,,,,,渚滑,渚滑,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,22,
,,,,,,,潮見町,潮見町,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,23,
,,,,,,,紋別,紋別,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,24,
,,,,,,,元紋別,元紋別,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,25,
,,,,,,,一本松,一本松,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,26,
,,,,,,,小向,小向,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,27,
,,,,,,,弘道,弘道,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,28,
,,,,,,,沼ノ上,沼ノ上,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,29,
,,,,,,,旭,旭,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,30,
,,,,,,,川西,川西,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,31,
,,,,,,,中湧別,中湧別,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,32,
,,,,,,,北湧,北湧,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,33,
,,,,,,,上湧別,上湧別,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,34,
,,,,,,,共進,共進,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,35,
,,,,,,,開盛,開盛,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,36,
,,,,,,,北遠軽,北遠軽,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,37,
,,,,,,,遠軽,遠軽,北海道旅客鉄道株式会社,名寄本線,,北海道旅客鉄道株式会社,名寄本線,,1,1,,,,,38,
,,,,,,,深川,深川,北海道旅客鉄道株式会社,深名線,,北海道旅客鉄道株式会社,深名線,,1,1,,,,,1,
,,,,,,,円山,円山,北海道旅客鉄道株式会社,深名線,,北海道旅客鉄道株式会社,深名線,,1,1,,,,,2,
,,,,,,,上多度志,上多度志,北海道旅客鉄道株式会社,深名線,,北海道旅客鉄道株式会社,深名線,,1,1,,,,,3,
,,,,,,,多度志,多度志,北海道旅客鉄道株式会社,深名線,,北海道旅客鉄道株式会社,深名線,,1,1,,,,,4,
,,,,,,,宇摩,宇摩,北海道旅客鉄道株式会社,深名線,,北海道旅客鉄道株式会社,深名線,,1,1,,,,,5,
,,,,,,,幌成,幌成,北海道旅客鉄道株式会社,深名線,,北海道旅客鉄道株式会社,深名線,,1,1,,,,,6,
,,,,,,,下幌成,下幌成,北海道旅客鉄道株式会社,深名線,,北海道旅客鉄道株式会社,深名線,,1,1,,,,,7,
,,,,,,,鷹泊,鷹泊,北海道旅客鉄道株式会社,深名線,,北海道旅客鉄道株式会社,深名線,,1,1,,,,,8,
,,,,,,,沼牛,沼牛,北海道旅客鉄道株式会社,深名線,,北海道旅客鉄道株式会社,深名線,,1,1,,,,,9,
,,,,,,,新成生,新成生,北海道旅客鉄道株式会社,深名線,,北海道旅客鉄道株式会社,深名線,,1,1,,,,,10,
,,,,,,,幌加内,幌加内,北海道旅客鉄道株式会社,深名線,,北海道旅客鉄道株式会社,深名線,,1,1,,,,,11,
,,,,,,,上幌加内,上幌加内,北海道旅客鉄道株式会社,深名線,,北海道旅客鉄道株式会社,深名線,,1,1,,,,,12,
